,Date,Open,High,Low,Close,Volume
0,2020-01-01,159.0,164.2,158.75,162.92,675200.0
1,2020-01-02,165.0,168.99,164.1,168.1,3173800.0
2,2020-01-03,169.5,176.5,160.65,163.3,7295200.0
3,2020-01-06,160.55,163.49,159.98,161.23,1191100.0
4,2020-01-07,158.55,167.95,158.55,166.93,1429600.0
5,2020-01-08,163.5,168.25,159.5,160.55,3016100.0
6,2020-01-09,164.0,168.4,164.0,168.07,2783200.0
7,2020-01-10,169.0,170.0,167.25,169.11,2040200.0
8,2020-01-13,169.0,172.0,168.0,170.98,2117500.0
9,2020-01-14,170.47,173.25,169.8,171.24,848900.0
10,2020-01-15,171.24,171.88,169.1,170.8,1300700.0
11,2020-01-16,169.26,171.2,168.2,170.32,617600.0
12,2020-01-17,170.0,172.5,169.7,170.83,670100.0
13,2020-01-20,171.0,171.0,166.0,168.55,1059600.0
14,2020-01-21,169.82,170.9,166.0,168.01,458400.0
15,2020-01-22,167.13,170.0,167.13,168.45,530100.0
16,2020-01-23,168.99,170.8,168.0,169.93,436100.0
17,2020-01-24,169.5,171.0,168.5,169.02,691900.0
18,2020-01-27,168.55,170.49,167.6,169.95,357700.0
19,2020-01-28,169.0,170.0,166.49,167.87,487500.0
20,2020-01-29,168.7,168.7,163.5,164.03,549000.0
21,2020-01-30,164.98,165.97,161.0,164.83,706400.0
22,2020-01-31,164.89,165.45,162.15,163.12,352000.0
23,2020-02-03,163.12,163.12,155.0,157.08,1992700.0
24,2020-02-04,157.2,159.4,155.01,156.6,2196900.0
25,2020-02-06,157.99,160.5,157.98,159.28,1292300.0
26,2020-02-07,160.99,160.99,156.0,156.61,1255900.0
27,2020-02-10,156.61,158.0,154.11,155.94,598200.0
28,2020-02-11,158.0,158.0,152.2,154.6,792100.0
29,2020-02-12,155.85,158.9,154.01,156.73,667200.0
30,2020-02-13,156.9,160.0,154.5,159.35,530300.0
31,2020-02-14,159.9,163.0,159.15,162.26,1241700.0
32,2020-02-17,160.6,171.5,157.51,169.0,4521300.0
33,2020-02-18,169.0,175.5,169.0,171.78,5376100.0
34,2020-02-19,171.9,174.5,169.11,170.59,1681200.0
35,2020-02-20,168.02,169.0,165.0,167.78,1321800.0
36,2020-02-21,168.0,169.99,166.0,166.29,577200.0
37,2020-02-24,168.9,168.9,160.12,161.45,1465100.0
38,2020-02-25,159.9,162.0,158.1,158.81,1237100.0
39,2020-02-26,159.0,161.0,154.5,157.79,718900.0
40,2020-02-27,156.01,162.24,151.0,159.63,956400.0
41,2020-02-28,157.77,159.9,155.0,156.79,964300.0
42,2020-03-02,159.0,161.0,157.1,159.97,1376300.0
43,2020-03-03,160.77,162.95,159.01,160.11,1025300.0
44,2020-03-04,160.0,160.35,157.2,159.68,301200.0
45,2020-03-05,160.7,162.75,153.11,154.56,1503700.0
46,2020-03-06,154.0,154.5,148.49,149.41,1001000.0
47,2020-03-09,138.96,139.95,138.96,138.96,1098800.0
48,2020-03-10,138.96,147.0,138.0,145.21,2319100.0
49,2020-03-11,146.01,151.5,146.0,147.83,2048900.0
50,2020-03-12,145.02,145.02,137.49,137.75,1954500.0
51,2020-03-13,134.8,142.0,128.11,139.32,1962000.0
52,2020-03-16,133.07,136.0,128.88,128.88,1145000.0
53,2020-03-17,123.0,128.0,119.22,119.22,1768000.0
54,2020-03-18,116.0,119.0,110.28,110.28,1349800.0
55,2020-03-19,100.86,113.0,100.86,108.48,3119100.0
56,2020-03-20,116.0,116.15,106.0,115.1,2936000.0
57,2020-03-24,106.47,106.47,106.47,106.47,250196.0
58,2020-03-25,98.49,100.0,98.49,98.51,1741689.0
59,2020-03-26,93.0,103.5,93.0,101.92,1249833.0
60,2020-03-27,101.92,102.75,95.5,100.06,1735110.0
61,2020-03-30,100.06,100.99,95.6,99.67,854399.0
62,2020-03-31,100.9,106.5,97.55,103.23,1822626.0
63,2020-04-01,103.0,104.5,100.0,102.71,1281566.0
64,2020-04-02,102.0,107.9,101.02,106.92,4071169.0
65,2020-04-03,108.0,111.5,106.5,108.9,2307559.0
66,2020-04-06,108.0,108.5,103.0,103.95,1491602.0
67,2020-04-07,104.7,108.9,104.7,108.03,1644171.0
68,2020-04-08,106.56,108.0,100.51,106.67,998238.0
69,2020-04-09,108.0,109.97,107.61,108.46,3047815.0
70,2020-04-10,108.4,109.5,106.0,109.05,565234.0
71,2020-04-13,107.7,107.77,104.7,106.02,741935.0
72,2020-04-14,107.0,109.0,106.0,106.6,627123.0
73,2020-04-15,107.25,108.5,105.4,106.31,1492630.0
74,2020-04-16,106.6,107.35,104.0,104.91,502499.0
75,2020-04-17,104.1,110.0,103.5,105.45,3071493.0
76,2020-04-20,107.0,108.5,104.51,107.51,3160104.0
77,2020-04-21,107.0,109.2,104.0,104.61,2587870.0
78,2020-04-22,104.0,105.89,101.0,101.88,6189665.0
79,2020-04-23,101.5,103.0,98.99,101.92,3906451.0
80,2020-04-24,101.93,103.5,101.25,102.19,844227.0
81,2020-04-27,102.84,102.84,100.0,101.89,565715.0
82,2020-04-28,101.89,102.5,100.52,101.04,523263.0
83,2020-04-29,101.98,102.0,100.0,100.32,670450.0
84,2020-04-30,101.0,102.1,100.0,100.67,1524935.0
85,2020-05-04,100.8,100.8,99.01,99.4,700132.0
86,2020-05-05,99.6,100.5,97.0,97.38,1847628.0
87,2020-05-06,98.0,98.0,94.0,94.78,3025074.0
88,2020-05-07,95.0,98.5,94.0,96.2,5017246.0
89,2020-05-08,97.0,97.5,94.25,95.58,2737838.0
90,2020-05-11,96.5,96.5,94.41,95.23,1068653.0
91,2020-05-12,95.5,97.69,94.1,97.01,2768151.0
92,2020-05-13,98.26,100.89,98.26,99.1,3947277.0
93,2020-05-14,99.86,99.86,97.31,97.75,883990.0
94,2020-05-15,97.01,99.0,97.0,98.01,855391.0
95,2020-05-18,98.01,98.01,96.11,97.31,845984.0
96,2020-05-19,96.51,99.74,96.5,98.66,1438689.0
97,2020-05-20,98.65,98.65,97.21,97.51,527046.0
98,2020-05-21,98.37,98.37,97.0,97.3,610771.0
99,2020-05-28,97.01,97.5,95.01,95.76,1094228.0
100,2020-05-29,96.99,98.0,95.25,96.32,2144182.0
101,2020-06-01,96.61,98.88,96.01,97.99,1715357.0
102,2020-06-02,98.0,103.25,97.61,101.81,5783412.0
103,2020-06-03,102.5,103.7,100.15,100.69,3335089.0
104,2020-06-04,100.69,101.0,99.35,100.0,1805623.0
105,2020-06-05,100.0,100.94,99.55,100.36,483742.0
106,2020-06-08,100.36,102.7,99.21,101.48,2246527.0
107,2020-06-09,102.0,103.0,100.61,102.12,5320915.0
108,2020-06-10,101.99,105.68,100.85,104.99,3483159.0
109,2020-06-11,105.0,105.52,103.25,103.53,2211304.0
110,2020-06-12,102.5,102.5,100.11,100.65,1705182.0
111,2020-06-15,101.0,101.0,98.25,98.85,1078744.0
112,2020-06-16,98.26,100.5,98.26,99.45,418642.0
113,2020-06-17,100.5,101.75,97.5,98.56,3118675.0
114,2020-06-18,99.71,99.95,98.75,99.42,504700.0
115,2020-06-19,100.0,100.0,97.5,98.75,421512.0
116,2020-06-22,99.0,99.25,97.0,98.78,825369.0
117,2020-06-23,99.0,100.0,98.25,98.92,700348.0
118,2020-06-24,98.98,99.5,97.75,97.94,524210.0
119,2020-06-25,98.25,98.25,96.5,97.13,653603.0
120,2020-06-26,97.0,97.49,95.5,96.03,771462.0
121,2020-06-29,96.0,96.59,95.26,95.86,1154798.0
122,2020-06-30,96.1,98.0,95.74,96.87,4182603.0
123,2020-07-01,96.8,96.9,95.8,96.22,876566.0
124,2020-07-02,96.88,98.1,96.02,97.02,2515270.0
125,2020-07-03,97.25,98.4,97.02,97.84,531752.0
126,2020-07-06,98.5,99.0,97.25,98.24,530812.0
127,2020-07-07,98.5,99.8,98.1,98.74,2039298.0
128,2020-07-08,98.6,103.9,98.6,103.35,6312584.0
129,2020-07-09,104.97,107.0,104.6,106.77,2415828.0
130,2020-07-10,106.65,107.78,105.02,106.49,1030766.0
131,2020-07-13,108.0,109.5,106.46,106.75,3169809.0
132,2020-07-14,107.6,108.5,106.5,107.19,1079894.0
133,2020-07-15,107.87,107.88,106.1,107.15,588978.0
134,2020-07-16,109.0,109.41,107.15,109.12,1303823.0
135,2020-07-17,109.79,110.3,108.0,108.29,931591.0
136,2020-07-20,109.0,110.9,108.01,108.74,1795399.0
137,2020-07-21,109.0,110.98,108.81,110.2,3830079.0
138,2020-07-22,110.51,112.0,108.5,111.04,2710415.0
139,2020-07-23,112.0,114.01,110.5,111.1,2556680.0
140,2020-07-24,110.7,119.43,108.6,116.07,8339975.0
141,2020-07-27,118.0,122.8,116.5,122.01,3882172.0
142,2020-07-28,122.8,125.35,122.05,123.32,2138733.0
143,2020-07-29,124.68,124.7,120.26,121.19,1447005.0
144,2020-07-30,121.95,123.0,120.61,122.53,715589.0
145,2020-08-03,122.53,129.48,121.0,127.53,2711884.0
146,2020-08-04,127.9,133.5,127.05,128.02,3657284.0
147,2020-08-05,128.7,130.99,128.1,128.7,1199645.0
148,2020-08-06,130.95,132.0,127.52,129.34,1725971.0
149,2020-08-07,129.98,129.98,126.5,127.32,1576523.0
150,2020-08-10,128.99,129.0,125.02,127.21,585662.0
151,2020-08-11,126.0,130.5,126.0,129.0,1530654.0
152,2020-08-12,130.11,130.98,128.5,129.2,847548.0
153,2020-08-13,129.75,129.75,127.5,127.78,336029.0
154,2020-08-17,128.0,128.0,123.01,124.02,925821.0
155,2020-08-18,124.99,125.48,122.0,122.49,1086619.0
156,2020-08-19,122.99,123.9,122.0,122.36,371392.0
157,2020-08-20,122.5,124.1,121.9,123.52,882970.0
158,2020-08-21,123.89,125.2,122.12,124.27,445630.0
159,2020-08-24,124.0,126.15,123.5,125.1,438253.0
160,2020-08-25,126.25,127.99,124.55,127.17,1204601.0
161,2020-08-26,128.45,135.6,127.25,134.65,2815112.0
162,2020-08-27,135.49,138.2,134.6,135.69,1657292.0
163,2020-08-28,136.0,136.7,134.5,135.22,184341.0
164,2020-08-31,135.55,137.5,133.25,134.46,1906037.0
165,2020-09-01,135.0,135.0,131.0,132.69,1785320.0
166,2020-09-02,133.6,136.0,132.51,133.41,939520.0
167,2020-09-03,134.31,136.88,133.03,133.72,1041058.0
168,2020-09-04,133.78,134.44,132.11,133.32,702762.0
169,2020-09-07,133.05,134.4,131.75,132.51,1684821.0
170,2020-09-08,132.49,133.49,130.2,130.83,1330444.0
171,2020-09-09,130.75,134.6,129.52,133.05,1045912.0
172,2020-09-10,133.9,137.15,133.5,135.0,1344579.0
173,2020-09-11,135.51,138.5,134.5,135.7,3078582.0
174,2020-09-14,136.0,137.02,135.26,136.7,436151.0
175,2020-09-15,136.0,137.5,135.1,135.49,390990.0
176,2020-09-16,135.13,135.85,133.15,133.78,547283.0
177,2020-09-17,134.89,134.9,133.1,133.76,608454.0
178,2020-09-18,134.0,135.0,132.5,134.22,1110632.0
179,2020-09-21,134.49,134.49,132.51,132.97,231696.0
180,2020-09-22,131.99,132.4,130.8,131.32,508364.0
181,2020-09-23,130.5,133.31,130.5,131.67,287716.0
182,2020-09-24,132.99,132.99,130.6,131.98,641821.0
183,2020-09-25,132.0,134.4,130.71,133.81,546930.0
184,2020-09-28,133.44,134.0,127.32,129.05,807471.0
185,2020-09-29,127.84,131.72,125.25,130.25,445919.0
186,2020-09-30,131.9,132.1,129.02,130.74,818892.0
187,2020-10-01,130.0,134.34,130.0,132.57,682516.0
188,2020-10-02,133.0,134.5,130.5,131.04,479944.0
189,2020-10-05,131.88,131.88,128.0,129.61,514826.0
190,2020-10-06,130.0,130.9,126.6,129.01,387174.0
191,2020-10-07,131.74,132.0,128.5,130.45,523146.0
192,2020-10-08,130.9,132.9,129.1,132.17,375319.0
193,2020-10-09,132.85,136.85,131.3,136.0,849739.0
194,2020-10-12,136.65,138.3,133.0,133.7,1084637.0
195,2020-10-13,134.44,135.69,132.75,134.73,622391.0
196,2020-10-14,135.0,135.0,133.25,134.66,201250.0
197,2020-10-15,134.35,135.8,132.16,132.62,526499.0
198,2020-10-16,133.88,139.5,130.11,138.61,3578881.0
199,2020-10-19,138.5,139.99,135.42,137.81,899791.0
200,2020-10-20,137.11,140.35,137.11,139.64,2405767.0
201,2020-10-21,139.07,140.15,138.52,139.63,652743.0
202,2020-10-22,140.5,141.5,138.15,139.12,1313611.0
203,2020-10-23,139.45,140.34,138.6,138.99,520121.0
204,2020-10-26,139.5,139.8,137.5,138.78,431583.0
205,2020-10-27,138.8,138.98,132.2,135.15,962602.0
206,2020-10-28,135.25,136.8,133.06,133.5,781060.0
207,2020-10-29,132.1,133.5,126.75,130.11,2206631.0
208,2020-11-02,129.99,130.0,125.25,125.97,978768.0
209,2020-11-03,126.9,132.0,126.9,130.99,2271383.0
210,2020-11-04,131.9,131.9,128.5,128.73,719907.0
211,2020-11-05,129.89,131.4,129.16,130.8,1009389.0
212,2020-11-06,131.44,131.88,127.05,127.83,522560.0
213,2020-11-09,128.1,130.94,128.02,130.21,2644077.0
214,2020-11-10,134.87,134.87,129.1,130.61,3450426.0
215,2020-11-11,131.89,133.95,130.01,132.75,2626483.0
216,2020-11-12,132.51,133.48,129.7,130.18,3333605.0
217,2020-11-13,130.51,132.0,130.05,131.13,674964.0
218,2020-11-16,131.45,132.45,130.05,130.57,1828356.0
219,2020-11-17,131.9,132.5,131.0,131.04,1798549.0
220,2020-11-18,130.9,131.4,129.0,129.83,2981244.0
221,2020-11-19,130.74,131.74,130.0,131.42,1612282.0
222,2020-11-20,131.0,131.83,129.75,130.34,1778387.0
223,2020-11-23,130.88,130.88,126.76,128.57,2378928.0
224,2020-11-24,129.0,130.01,128.48,128.73,1340129.0
225,2020-11-25,130.0,130.0,128.35,129.63,1912828.0
226,2020-11-26,130.8,131.05,128.75,129.81,2900517.0
227,2020-11-27,130.0,130.8,129.12,129.91,695936.0
228,2020-11-30,130.44,130.75,129.25,130.12,2735504.0
229,2020-12-01,130.5,131.5,129.6,130.61,2575827.0
230,2020-12-02,131.39,131.47,129.9,130.39,3635603.0
231,2020-12-03,130.01,130.98,129.75,129.91,1475106.0
232,2020-12-04,130.0,130.49,129.6,129.91,5045137.0
233,2020-12-07,130.01,131.2,129.0,130.33,3312481.0
234,2020-12-08,130.49,130.99,130.3,130.7,2961196.0
235,2020-12-09,130.99,132.07,130.59,131.31,4784767.0
236,2020-12-10,131.01,138.22,131.01,132.32,10067093.0
237,2020-12-11,132.8,133.49,131.9,132.82,13323030.0
238,2020-12-14,133.0,133.79,132.61,133.28,3131914.0
239,2020-12-15,133.99,134.5,132.62,132.85,2998889.0
240,2020-12-16,132.85,133.8,132.06,133.21,6838035.0
241,2020-12-17,133.6,137.7,133.0,135.93,15773135.0
242,2020-12-18,136.0,137.9,135.0,136.53,10056351.0
243,2020-12-21,136.5,136.5,134.02,134.58,4756264.0
244,2020-12-22,134.5,135.99,133.0,133.12,4881094.0
245,2020-12-23,133.25,135.45,132.75,134.31,4301596.0
246,2020-12-24,135.45,135.5,133.01,134.39,3460629.0
247,2020-12-28,135.68,136.0,133.9,134.75,2568625.0
248,2020-12-29,135.06,135.49,130.85,131.69,3076521.0
249,2020-12-30,131.69,134.5,131.69,132.54,3765696.0
250,2020-12-31,132.5,133.0,132.0,132.28,726478.0
251,2021-01-01,133.8,135.99,132.65,133.14,5691473.0
252,2021-01-04,134.1,135.0,132.3,133.77,3395212.0
253,2021-01-05,134.0,136.7,133.1,134.98,6373631.0
254,2021-01-06,135.0,137.99,134.76,136.28,4656620.0
255,2021-01-07,136.84,140.0,136.8,138.88,11093886.0
256,2021-01-08,139.9,142.48,139.6,140.12,12254568.0
257,2021-01-11,141.5,141.9,138.9,139.97,3562029.0
258,2021-01-12,140.98,143.2,140.0,142.02,3965401.0
259,2021-01-13,142.9,144.8,142.02,143.2,3403879.0
260,2021-01-14,143.98,144.5,141.5,142.69,1583524.0
261,2021-01-15,143.44,143.44,141.15,141.5,919892.0
262,2021-01-18,141.15,142.25,140.1,140.98,1681485.0
263,2021-01-19,140.1,141.16,138.5,139.45,1994573.0
264,2021-01-20,139.0,141.95,138.25,141.54,4047339.0
265,2021-01-21,141.54,143.5,140.5,142.81,1571769.0
266,2021-01-22,142.55,143.49,141.81,142.98,2087135.0
267,2021-01-25,143.0,143.49,141.01,141.53,1214394.0
268,2021-01-26,141.9,142.2,140.88,141.05,1021215.0
269,2021-01-27,141.77,142.0,140.28,141.05,1087696.0
270,2021-01-28,141.05,144.75,140.9,142.07,2867301.0
271,2021-01-29,142.97,142.97,140.55,142.18,2026733.0
272,2021-02-01,142.47,142.69,140.9,141.25,1750088.0
273,2021-02-02,141.5,141.5,139.7,140.0,1180813.0
274,2021-02-03,140.58,141.01,139.5,140.09,2337796.0
275,2021-02-04,140.01,141.5,139.0,139.41,914415.0
276,2021-02-08,139.95,140.0,137.7,138.12,1416273.0
277,2021-02-09,138.7,139.0,135.99,136.58,1342598.0
278,2021-02-10,136.58,138.6,135.5,137.0,1918073.0
279,2021-02-11,137.1,139.0,134.0,134.74,3598119.0
280,2021-02-12,134.8,135.75,132.51,133.49,1325373.0
281,2021-02-15,134.5,136.25,133.49,134.89,1051682.0
282,2021-02-16,136.0,138.5,134.55,137.96,1746791.0
283,2021-02-17,139.01,140.24,129.05,130.26,6616307.0
284,2021-02-18,130.99,131.0,123.16,124.89,3057167.0
285,2021-02-19,125.49,126.97,123.0,123.8,1730848.0
286,2021-02-22,124.49,124.49,118.1,119.45,3485611.0
287,2021-02-23,120.0,120.97,116.4,116.9,2719702.0
288,2021-02-24,117.49,119.99,116.9,118.67,3034974.0
289,2021-02-25,119.8,122.0,119.8,121.63,4398324.0
290,2021-02-26,121.97,127.22,121.0,123.66,4882868.0
291,2021-03-01,123.0,124.8,120.85,121.75,1493603.0
292,2021-03-02,121.05,124.5,121.05,123.5,2285676.0
293,2021-03-03,123.25,123.26,121.01,121.42,1491313.0
294,2021-03-04,118.91,121.98,118.03,119.33,1739316.0
295,2021-03-05,120.05,122.0,118.5,121.49,1854911.0
296,2021-03-08,122.89,122.89,117.95,119.19,783257.0
297,2021-03-09,118.98,121.45,117.0,119.66,1586132.0
298,2021-03-10,120.0,120.0,117.4,117.84,673668.0
299,2021-03-11,118.98,118.98,114.01,115.49,1188520.0
300,2021-03-12,116.51,119.0,115.02,118.19,924779.0
301,2021-03-15,119.5,120.89,118.45,119.76,877093.0
302,2021-03-16,120.0,122.0,119.19,121.4,1034798.0
303,2021-03-17,123.15,125.0,122.5,124.03,1245841.0
304,2021-03-18,121.4,122.8,119.0,119.73,1360154.0
305,2021-03-19,120.89,125.0,118.01,123.35,2654698.0
306,2021-03-22,123.34,124.8,122.33,123.69,264991.0
307,2021-03-24,124.75,124.75,121.55,123.78,872323.0
308,2021-03-25,124.0,125.0,123.0,123.43,502918.0
309,2021-03-26,124.0,124.0,119.1,120.31,892420.0
310,2021-03-29,120.0,120.0,117.0,118.03,655363.0
311,2021-03-30,118.94,119.5,117.06,117.95,589234.0
312,2021-03-31,118.8,120.4,115.0,116.18,1835403.0
313,2021-04-01,116.78,119.0,116.0,116.81,1208979.0
314,2021-04-02,117.4,118.0,116.05,117.41,157824.0
315,2021-04-05,117.89,117.89,114.5,114.95,272428.0
316,2021-04-06,114.85,117.57,114.55,116.83,242127.0
317,2021-04-07,116.5,117.38,113.0,113.6,1813618.0
318,2021-04-08,114.87,117.4,112.11,115.66,998575.0
319,2021-04-09,118.0,118.95,114.01,117.37,558914.0
320,2021-04-12,118.7,118.7,116.0,116.65,179011.0
321,2021-04-13,117.3,118.04,115.77,117.7,977655.0
322,2021-04-14,117.94,119.3,117.94,118.8,1361999.0
323,2021-04-15,119.01,119.01,117.4,117.99,436813.0
324,2021-04-16,118.68,119.25,118.0,118.53,896941.0
325,2021-04-19,117.05,120.0,116.9,117.44,238583.0
326,2021-04-20,119.0,120.99,117.52,119.54,895996.0
327,2021-04-21,120.0,121.4,119.01,120.1,1072058.0
328,2021-04-22,120.05,127.49,120.05,122.77,1499670.0
329,2021-04-23,123.7,123.7,121.9,122.05,864770.0
330,2021-04-26,122.5,129.2,121.02,125.32,3305701.0
331,2021-04-27,125.7,127.95,125.03,126.03,1696191.0
332,2021-04-28,124.6,126.3,123.25,123.77,1338651.0
333,2021-04-29,123.8,126.99,121.0,124.05,2402046.0
334,2021-04-30,124.55,126.5,122.11,124.85,1872049.0
335,2021-05-03,126.0,127.85,123.55,125.84,3083550.0
336,2021-05-04,127.97,129.0,125.0,127.74,1612059.0
337,2021-05-05,128.0,128.0,125.99,126.49,440870.0
338,2021-05-06,127.47,127.8,125.7,127.07,2620856.0
339,2021-05-17,125.8,128.25,125.01,126.6,1281995.0
340,2021-05-18,126.95,127.44,125.01,126.22,963005.0
341,2021-05-19,126.0,126.0,124.4,124.89,855326.0
342,2021-05-20,124.5,125.75,121.2,122.04,790533.0
343,2021-05-21,122.95,125.3,122.05,123.89,1473126.0
344,2021-05-24,124.5,126.0,124.0,124.93,881822.0
345,2021-05-25,125.47,129.5,124.0,128.91,3880680.0
346,2021-05-26,128.99,131.0,128.01,130.43,2983057.0
347,2021-05-27,132.0,134.25,130.0,131.79,3910072.0
348,2021-05-28,131.01,135.19,131.01,134.07,4761834.0
349,2021-05-31,134.95,137.45,134.95,135.92,2293654.0
350,2021-06-01,135.96,137.75,135.5,136.76,1557538.0
351,2021-06-02,137.0,137.0,134.05,134.71,1366996.0
352,2021-06-03,135.83,136.0,132.57,134.05,1156765.0
353,2021-06-04,134.02,135.93,132.8,133.68,486834.0
354,2021-06-07,134.0,135.5,132.17,133.17,568821.0
355,2021-06-08,133.95,134.5,133.07,133.97,357452.0
356,2021-06-09,134.44,134.44,132.01,132.63,409842.0
357,2021-06-10,133.45,135.75,132.06,134.51,1506851.0
358,2021-06-11,135.05,136.5,134.25,135.1,1223602.0
359,2021-06-14,136.5,136.5,134.51,135.07,820637.0
360,2021-06-15,135.85,135.85,134.0,134.77,479868.0
361,2021-06-16,135.57,135.7,134.6,135.2,1257607.0
362,2021-06-17,135.5,135.69,133.5,133.67,169731.0
363,2021-06-18,133.05,133.77,129.0,130.03,2267721.0
364,2021-06-21,130.95,131.94,128.9,130.38,451442.0
365,2021-06-22,130.5,132.0,129.01,130.58,299893.0
366,2021-06-23,130.6,131.0,128.65,129.85,435491.0
367,2021-06-24,130.0,131.7,129.05,130.39,637245.0
368,2021-06-25,130.95,130.95,126.26,127.48,1753036.0
369,2021-06-28,127.25,128.0,123.0,123.46,1300352.0
370,2021-06-29,124.23,126.9,123.46,125.21,1156820.0
371,2021-06-30,124.94,124.95,122.05,122.37,4257352.0
372,2021-07-01,122.9,124.75,122.56,123.46,1048077.0
373,2021-07-02,123.86,124.88,123.0,123.57,822320.0
374,2021-07-05,123.15,124.45,122.5,122.61,413241.0
375,2021-07-06,123.9,125.9,122.51,125.5,2523758.0
376,2021-07-07,125.95,127.8,125.7,126.95,1409206.0
377,2021-07-08,127.24,128.55,127.15,128.28,1223609.0
378,2021-07-09,128.95,130.4,126.75,128.68,1872284.0
379,2021-07-12,129.44,129.95,127.31,129.03,483083.0
380,2021-07-13,129.5,129.5,127.5,128.97,777781.0
381,2021-07-14,129.3,129.49,127.62,128.93,641310.0
382,2021-07-15,129.45,129.59,128.0,128.41,470488.0
383,2021-07-16,129.01,130.5,128.0,129.97,1065671.0
384,2021-07-19,130.0,130.0,128.5,129.35,123932.0
385,2021-07-23,129.35,130.1,128.07,129.31,228896.0
386,2021-07-26,129.98,130.45,128.1,128.76,607740.0
387,2021-07-27,127.8,131.95,127.8,131.31,2267549.0
388,2021-07-28,131.9,131.9,129.55,130.8,802489.0
389,2021-07-29,131.0,131.0,128.5,128.93,531104.0
390,2021-07-30,129.0,129.47,126.0,126.67,2104560.0
391,2021-08-02,126.0,128.0,125.91,127.1,1102000.0
392,2021-08-03,127.7,128.88,127.11,128.5,850269.0
393,2021-08-04,128.98,129.99,128.01,129.58,1147034.0
